ticker,nasdaq,marketCap
CDK,y,5698447872.0
CDLX,y,1808522624.0
CDMO,y,436832352.0
CDMOP,y,212765024.0
CDNA,y,1633925248.0
CDNS,y,30257510400.0
CDOR,y,50056680.0
CDR,y,80020024.0
CDTX,y,160353184.0
CDW,y,16374235136.0
CDXC,y,305852544.0
CDXS,y,811502976.0
CDZI,y,353190560.0
CE,y,11945025536.0
CEA,y,9144806400.0
CECE,y,288919552.0
CEE,y,144265552.0
CEI,y,14781233.0
CEIX,y,134831248.0
CEL,y,538718144.0
CELC,y,62879328.0
CELH,y,1471068032.0
CELP,y,31744178.0
CEM,y,223074720.0
CEMI,y,110725064.0
CEN,y,42786656.0
CENT,y,2182845440.0
CENTA,y,2182159360.0
CENX,y,942274944.0
CEO,y,48708898816.0
CEPU,y,706881664.0
CEQP,y,1068672064.0
CERC,y,215962688.0
CERN,y,21388957696.0
CERS,y,1173167360.0
CET,y,754411264.0
CETV,y,1014577024.0
CETX,y,23094454.0
CETXP,y,8255102.0
CEV,y,97944048.0
CEVA,y,924400576.0
CF,y,7086507008.0
CFB,y,516459232.0
CFBI,y,53676972.0
CFBK,y,72284192.0
CFFA,y,374317664.0
CFFAU,y,374848576.0
CFFI,y,113142776.0
CFFN,y,1444837504.0
CFG,y,10854159360.0
CFMS,y,54754184.0
CFR,y,4691281408.0
CFRX,y,154034160.0
CFX,y,3941472512.0
CFXA,y,3665634304.0
CG,y,9582111744.0
CGA,y,17779730.0
CGBD,y,514097536.0
CGC,y,6191165440.0
CGEN,y,1369814272.0
CGIX,y,7099163.0
CGNX,y,11618375680.0
CGO,y,111525432.0
CHA,y,23634112512.0
CHAP,y,18843638.0
CHCI,y,26355350.0
CHCO,y,1067673600.0
CHCT,y,1131774720.0
CHD,y,23484747776.0
CHDN,y,6416716800.0
CHE,y,8149357056.0
CHEF,y,513668032.0
CHEK,y,18971712.0
CHFS,y,30854414.0
CHGG,y,10812831744.0
CHH,y,4962746368.0
CHI,y,806403584.0
CHKP,y,17346947072.0
CHL,y,144634445824.0
CHMA,y,202450784.0
CHMG,y,132398240.0
CHMI,y,169863824.0
CHN,y,263401824.0
CHNG,y,3895849984.0
CHNR,y,33131498.0
CHPM,y,380624992.0
CHRA,y,71133920.0
CHRS,y,1392014336.0
CHRW,y,12914696192.0
CHS,y,166196736.0
CHT,y,29078702080.0
CHTR,y,123322564608.0
CHU,y,17306677248.0
CHUY,y,368122592.0
CHW,y,481300896.0
CHWY,y,22049824768.0
CHY,y,887794816.0
CI,y,65619890176.0
CIA,y,318197056.0
CIB,y,6049897984.0
CIDM,y,154988992.0
CIEN,y,9370747904.0
CIF,y,45133744.0
